411985.117478803,37920.4270379425
411988.468937885,37916.6822095015
411991.828191414,37912.9443713886
411995.19522481,37909.2135398272
411998.570023459,37905.48973101
412001.952572713,37901.7729610994
412005.342857893,37898.0632462272
412008.740864281,37894.3606024947
412012.146577132,37890.6650459722
412015.559981662,37886.9765926996
412018.981063056,37883.2952586858
412022.409806467,37879.6210599086
412025.846197012,37875.9540123153
412029.290219776,37872.2941318218
412032.741859812,37868.6414343129
412036.201102138,37864.9959356425
412039.667931741,37861.3576516329
412043.142333573,37857.7265980754
412046.624292555,37854.1027907296
412050.113793574,37850.486245324
412053.610821483,37846.8769775553
412057.115361107,37843.2750030887
412060.627397233,37839.6803375579
412064.146914618,37836.0929965646
412067.673897988,37832.512995679
412071.208332033,37828.9403504391
412074.750201413,37825.3750763513
412078.299490756,37821.8171888899
409979.203311702,39744.4644839775
409979.202984399,39744.4635390583
409979.202657095,39744.4625941391
409979.202329791,39744.4616492199
409979.202002487,39744.4607043007
409979.201675184,39744.4597593816
409979.20134788,39744.4588144624
409979.201020576,39744.4578695432
409979.200693272,39744.456924624
409979.200365969,39744.4559797048
409979.200038665,39744.4550347857
409979.199711361,39744.4540898665
409979.199384057,39744.4531449473
409979.199056754,39744.4522000281
409979.19872945,39744.4512551089
409979.198402146,39744.4503101897
409979.198074843,39744.4493652706
409979.197747539,39744.4484203514
409979.197420235,39744.4474754322
409979.197092931,39744.446530513
409979.196765628,39744.4455855938
409979.196438324,39744.4446406746
409979.19611102,39744.4436957555
409979.195783716,39744.4427508363
409979.195456413,39744.4418059171
409979.195129109,39744.4408609979
409979.194801805,39744.4399160787
409979.194474501,39744.4389711596
409979.194147198,39744.4380262404
409979.193819894,39744.4370813212
409979.19349259,39744.436136402
409979.193165286,39744.4351914828
409979.192837983,39744.4342465636
409979.192510679,39744.4333016445
409979.192183375,39744.4323567253
409979.191856071,39744.4314118061
409979.191528768,39744.4304668869
409979.191201464,39744.4295219677
409979.19087416,39744.4285770485
409979.190546856,39744.4276321294
409979.190219553,39744.4266872102
409979.189892249,39744.425742291
409979.189564945,39744.4247973718
409979.189237642,39744.4238524526
409979.188910338,39744.4229075334
409979.188583034,39744.4219626143
409979.18825573,39744.4210176951
409979.187928427,39744.4200727759
409979.187601123,39744.4191278567
409979.187273819,39744.4181829375
409979.186946515,39744.4172380184
409979.186619212,39744.4162930992
409979.186291908,39744.41534818
409979.185964604,39744.4144032608
409979.1856373,39744.4134583416
409979.185309997,39744.4125134224
409979.184982693,39744.4115685033
409979.184655389,39744.4106235841
409979.184328085,39744.4096786649
409979.184000782,39744.4087337457
409979.183673478,39744.4077888265
409979.183346174,39744.4068439073
409979.18301887,39744.4058989882
409979.182691567,39744.404954069
409979.182364263,39744.4040091498
409979.182036959,39744.4030642306
409979.181709656,39744.4021193114
409979.181382352,39744.4011743922
409979.181055048,39744.4002294731
409979.180727744,39744.3992845539
409979.180400441,39744.3983396347
409979.180073137,39744.3973947155
409979.179745833,39744.3964497963
409979.179418529,39744.3955048772
409979.179091226,39744.394559958
409979.178763922,39744.3936150388
409979.178436618,39744.3926701196
409979.178109314,39744.3917252004
409979.177782011,39744.3907802812
409979.177454707,39744.3898353621
409979.177127403,39744.3888904429
409979.176800099,39744.3879455237
409979.176472796,39744.3870006045
409979.176145492,39744.3860556853
409979.175818188,39744.3851107661
409979.175490884,39744.384165847
409979.175163581,39744.3832209278
409979.174836277,39744.3822760086
409979.174508973,39744.3813310894
409979.174181669,39744.3803861702
409979.173854366,39744.379441251
409979.173527062,39744.3784963319
409979.173199758,39744.3775514127
409979.172872455,39744.3766064935
409979.172545151,39744.3756615743
409979.172217847,39744.3747166551
409979.171890543,39744.373771736
409979.17156324,39744.3728268168
409979.171235936,39744.3718818976
409979.170908632,39744.3709369784
409979.170581328,39744.3699920592
409979.170254025,39744.36904714
409979.169926721,39744.3681022209
409979.169599417,39744.3671573017
409979.169272113,39744.3662123825
409979.16894481,39744.3652674633
409979.168617506,39744.3643225441
409979.168290202,39744.3633776249
409979.167962898,39744.3624327058
409979.167635595,39744.3614877866
409979.167308291,39744.3605428674
409979.166980987,39744.3595979482
409979.166653683,39744.358653029
409979.16632638,39744.3577081098
409979.165999076,39744.3567631907
409979.165671772,39744.3558182715
409979.165344468,39744.3548733523
409979.165017165,39744.3539284331
409979.164689861,39744.3529835139
409979.164362557,39744.3520385948
409979.164035254,39744.3510936756
409979.16370795,39744.3501487564
409979.163380646,39744.3492038372
409979.163053342,39744.348258918
409979.162726039,39744.3473139988
409979.162398735,39744.3463690797
409979.162071431,39744.3454241605
409979.161744127,39744.3444792413
409979.161416824,39744.3435343221
409979.16108952,39744.3425894029
409979.160762216,39744.3416444837
409979.160434912,39744.3406995646
409979.160107609,39744.3397546454
409979.159780305,39744.3388097262
409979.159453001,39744.337864807
409979.159125697,39744.3369198878
409979.158798394,39744.3359749687
409979.15847109,39744.3350300495
409979.158143786,39744.3340851303
409979.157816482,39744.3331402111
409979.157489179,39744.3321952919
409979.157161875,39744.3312503727
409979.156834571,39744.3303054536
409979.156507268,39744.3293605344
409979.156179964,39744.3284156152
409979.15585266,39744.327470696
409979.155525356,39744.3265257768
409979.155198053,39744.3255808576
409979.154870749,39744.3246359385
409979.154543445,39744.3236910193
409979.154216141,39744.3227461001
409979.153888838,39744.3218011809
409979.153561534,39744.3208562617
409979.15323423,39744.3199113425
409979.152906926,39744.3189664234
409979.152579623,39744.3180215042
409979.152252319,39744.317076585
409979.151925015,39744.3161316658
409979.151597711,39744.3151867466
409979.151270408,39744.3142418275
409979.150943104,39744.3132969083
409979.1506158,39744.3123519891
409979.150288496,39744.3114070699
409979.149961193,39744.3104621507
409979.149633889,39744.3095172315
409979.149306585,39744.3085723124
409979.148979281,39744.3076273932
409979.148651978,39744.306682474
409979.148324674,39744.3057375548
409979.14799737,39744.3047926356
409979.147670067,39744.3038477164
409979.147342763,39744.3029027973
409979.147015459,39744.3019578781
409979.146688155,39744.3010129589
409979.146360852,39744.3000680397
409979.146033548,39744.2991231205
409979.145706244,39744.2981782013
409979.14537894,39744.2972332822
409979.145051637,39744.296288363
409979.144724333,39744.2953434438
409979.144397029,39744.2943985246
409979.144069725,39744.2934536054
409979.143742422,39744.2925086863
409979.143415118,39744.2915637671
409979.143087814,39744.2906188479
409979.14276051,39744.2896739287
409979.142433207,39744.2887290095
409979.142105903,39744.2877840903
409979.141778599,39744.2868391712
409979.141451295,39744.285894252
409979.141123992,39744.2849493328
409979.140796688,39744.2840044136
409979.140469384,39744.2830594944
409979.14014208,39744.2821145752
409979.139814777,39744.2811696561
409979.139487473,39744.2802247369
409979.139160169,39744.2792798177
409979.138832866,39744.2783348985
409979.138505562,39744.2773899793
409979.138178258,39744.2764450601
409979.137850954,39744.275500141
409979.137523651,39744.2745552218
409979.137196347,39744.2736103026
409979.136869043,39744.2726653834
409979.136541739,39744.2717204642
409979.136214436,39744.2707755451
409979.135887132,39744.2698306259
409979.135559828,39744.2688857067
409979.135232524,39744.2679407875
409979.134905221,39744.2669958683
409979.134577917,39744.2660509491
409979.134250613,39744.26510603
409979.133923309,39744.2641611108
409979.133596006,39744.2632161916
409979.133268702,39744.2622712724
409979.132941398,39744.2613263532
409979.132614094,39744.260381434
409979.132286791,39744.2594365149
409979.131959487,39744.2584915957
409979.131632183,39744.2575466765
409979.13130488,39744.2566017573
409979.130977576,39744.2556568381
409979.130650272,39744.2547119189
409979.130322968,39744.2537669998
409979.129995665,39744.2528220806
409979.129668361,39744.2518771614
409979.129341057,39744.2509322422
409979.129013753,39744.249987323
409979.12868645,39744.2490424038
409979.128359146,39744.2480974847
409979.128031842,39744.2471525655
409979.127704538,39744.2462076463
409979.127377235,39744.2452627271
409979.127049931,39744.2443178079
409979.126722627,39744.2433728888
409979.126395323,39744.2424279696
409979.12606802,39744.2414830504
409979.125740716,39744.2405381312
409979.125413412,39744.239593212
409979.125086108,39744.2386482928
409979.124758805,39744.2377033737
409979.124431501,39744.2367584545
409979.124104197,39744.2358135353
409979.123776893,39744.2348686161
409979.12344959,39744.2339236969
409979.123122286,39744.2329787777
409979.122794982,39744.2320338586
409979.122467679,39744.2310889394
409979.122140375,39744.2301440202
409979.121813071,39744.229199101
409979.121485767,39744.2282541818
409979.121158464,39744.2273092626
409979.12083116,39744.2263643435
409979.120503856,39744.2254194243
409979.120176552,39744.2244745051
409979.119849249,39744.2235295859
409979.119521945,39744.2225846667
409979.119194641,39744.2216397476
409979.118867337,39744.2206948284
409979.118540034,39744.2197499092
409979.11821273,39744.21880499
409979.117885426,39744.2178600708
409979.117558122,39744.2169151516
409979.117230819,39744.2159702325
409979.116903515,39744.2150253133
409979.116576211,39744.2140803941
409979.116248907,39744.2131354749
409979.115921604,39744.2121905557
409979.1155943,39744.2112456366
409979.115266996,39744.2103007174
409979.114939692,39744.2093557982
409979.114612389,39744.208410879
409979.114285085,39744.2074659598
409979.113957781,39744.2065210406
409979.113630478,39744.2055761215
409979.113303174,39744.2046312023
409979.11297587,39744.2036862831
409979.112648566,39744.2027413639
409979.112321263,39744.2017964447
409979.111993959,39744.2008515255
409979.111666655,39744.1999066064
409979.111339351,39744.1989616872
409979.111012048,39744.198016768
409979.110684744,39744.1970718488
409979.11035744,39744.1961269296
409979.110030136,39744.1951820104
409979.109702833,39744.1942370913
409979.109375529,39744.1932921721
409979.109048225,39744.1923472529
